2022 Utility Bundled Retail Sales- Residential;;;;;;
(Data from forms EIA-861- schedules 4A & 4D and EIA-861S);;;;;;
Entity;State;Ownership;Customers (Count);Sales (Megawatthours);Revenues (Thousands Dollars);Average Price (cents/kWh)
Aiken Electric Coop Inc;SC;Cooperative;47.697;641.275;93.692,6;14,61
Berkeley Electric Coop Inc;SC;Cooperative;104.645;1.494.448;200.359,0;13,41
Black River Electric Coop, Inc - (SC);SC;Cooperative;29.778;469.454;56.343,6;12,00
Blue Ridge Electric Coop Inc - (SC);SC;Cooperative;64.859;782.340;132.556,3;16,94
Broad River Electric Coop, Inc;SC;Cooperative;22.208;290.157;43.020,9;14,83
City of Gaffney - (SC);SC;Municipal;6.212;72.037;8.356,0;11,60
City of Newberry - (SC);SC;Municipal;4.434;46.163;6.935,2;15,02
City of Orangeburg - (SC);SC;Municipal;20.692;282.477;34.902,3;12,36
City of Rock Hill - (SC);SC;Municipal;36.588;359.960;45.106,0;12,53
Dominion Energy South Carolina, Inc;SC;Investor Owned;673.453;8.485.890;1.376.181,0;16,22
Duke Energy Carolinas, LLC;SC;Investor Owned;540.420;7.134.506;823.796,2;11,55
Duke Energy Progress - (NC);SC;Investor Owned;142.492;2.122.011;259.560,0;12,23
Easley Combined Utility System;SC;Municipal;14.726;170.974;21.890,7;12,80
Edisto Electric Coop, Inc;SC;Cooperative;15.299;221.858;34.453,7;15,53
Fairfield Electric Coop, Inc;SC;Cooperative;30.475;422.724;56.415,0;13,35
Greenwood CPW;SC;Municipal;11.597;114.910;12.713,0;11,06
Greer Commission of Public Wks;SC;Municipal;20.363;221.591;27.766,0;12,53
Haywood Electric Member Corp;SC;Cooperative;9;61;10,0;16,39
Horry Electric Coop Inc;SC;Cooperative;78.610;1.070.438;138.810,0;12,97
Laurens Electric Coop, Inc;SC;Cooperative;56.048;727.009;100.715,0;13,85
Lockhart Power Co;SC;Investor Owned;4.933;63.552;8.682,5;13,66
Lynches River Elec Coop, Inc;SC;Cooperative;20.743;265.746;39.824,0;14,99
Marlboro Electric Coop, Inc;SC;Cooperative;5.410;82.058;8.261,0;10,07
Mid-Carolina Electric Coop Inc;SC;Cooperative;55.110;780.548;110.698,7;14,18
Newberry Electric Coop, Inc;SC;Cooperative;12.767;152.965;23.068,0;15,08
Palmetto Electric Coop Inc;SC;Cooperative;65.970;946.716;112.632,0;11,90
Pee Dee Electric Coop, Inc;SC;Cooperative;28.478;409.610;45.098,0;11,01
Santee Electric Coop, Inc;SC;Cooperative;34.803;526.089;75.788,8;14,41
South Carolina Public Service Authority;SC;State;170.536;1.979.376;224.245,0;11,33
Sunnova;SC;Behind the Meter;289;3.085;314,0;10,18
Sunrun Inc.;SC;Behind the Meter;7.739;74.997;12.717,7;16,96
Tri-County Electric Coop, Inc (SC);SC;Cooperative;17.559;238.719;37.575,4;15,74
York Electric Coop Inc;SC;Cooperative;62.814;812.434;98.114,0;12,08
Black Hills Electric Coop, Inc;SD;Cooperative;8.966;127.438;17.766,0;13,94
Black Hills Power, Inc.;SD;Investor Owned;58.892;573.621;79.824,0;13,92
Central Electric Coop, Inc - (SD);SD;Cooperative;6.428;125.026;14.962,6;11,97
City of Brookings - (SD);SD;Municipal;10.033;105.369;11.591,0;11,00
City of Madison - (SD);SD;Municipal;2.828;36.677;4.144,0;11,30
City of Pierre - (SD);SD;Municipal;6.166;68.590;6.861,5;10,00
City of Volga - (SD);SD;Municipal;1.042;11.680;1.492,3;12,78
Dakota Energy Coop Inc;SD;Cooperative;3.287;63.585;9.163,9;14,41
MidAmerican Energy Co;SD;Investor Owned;4.208;58.799;4.613,9;7,85
Montana-Dakota Utilities Co;SD;Investor Owned;6.384;69.892;8.550,0;12,23
Nebraska Public Power District;SD;Political Subdivision;1.083;17.372;1.626,0;9,36
NorthWestern Energy - (SD);SD;Investor Owned;51.069;596.376;69.809,0;11,71
Northern Electric Coop, Inc;SD;Cooperative;5.466;150.112;15.002,7;9,99
Northern States Power Co - Minnesota;SD;Investor Owned;87.577;830.054;109.777,0;13,23
Otter Tail Power Co;SD;Investor Owned;8.972;121.912;13.472,0;11,05
Rosebud Electric Coop Inc;SD;Cooperative;4.823;68.750;6.826,0;9,93
Sioux Valley SW Elec Coop;SD;Cooperative;21.147;334.258;40.404,8;12,09
Southeastern Electric Coop Inc - (SD);SD;Cooperative;18.412;275.404;30.928,8;11,23
Watertown Municipal Utilities;SD;Municipal;11.075;126.454;11.407,0;9,02
West River Electric Assn Inc;SD;Cooperative;17.214;199.131;26.298,0;13,21
Appalachian Electric Coop;TN;Cooperative;42.362;629.092;80.669,0;12,82
Athens Utility Board;TN;Municipal;11.335;157.477;18.246,0;11,59
Benton County;TN;Municipal;8.590;116.769;15.832,0;13,56
Bolivar Energy Authority;TN;Municipal;8.911;129.049;17.385,0;13,47
Caney Fork Electric Coop, Inc;TN;Cooperative;28.584;407.481;52.148,0;12,80
Carroll County - (TN);TN;Municipal;12.250;179.426;21.328,0;11,89
Chickasaw Electric Coop, Inc;TN;Cooperative;18.796;318.556;35.968,0;11,29
City of Alcoa Utilities;TN;Municipal;27.010;398.629;48.520,0;12,17
City of Bristol - (TN);TN;Municipal;29.321;453.136;48.844,0;10,78
City of Brownsville;TN;Municipal;4.145;53.372;6.028,0;11,29
City of Chattanooga - (TN);TN;Municipal;157.845;2.132.922;260.604,0;12,22
City of Clarksville - (TN);TN;Municipal;71.291;1.004.434;125.499,0;12,49
City of Cleveland - (TN);TN;Municipal;28.178;378.146;48.382,0;12,79
City of Clinton - (TN);TN;Municipal;25.878;376.279;47.785,0;12,70
City of Cookeville - (TN);TN;Municipal;15.354;182.345;21.005,0;11,52
City of Covington - (TN);TN;Municipal;3.700;49.608;5.576,0;11,24
City of Dayton - (TN);TN;Municipal;8.892;114.735;13.871,0;12,09
City of Dickson;TN;Municipal;29.806;452.285;52.453,0;11,60
City of Dyersburg;TN;Municipal;9.470;133.654;15.369,0;11,50
City of Elizabethton - (TN);TN;Municipal;23.138;313.413;37.816,0;12,07
City of Etowah;TN;Municipal;4.399;59.745;8.343,0;13,96
City of Fayetteville;TN;Municipal;16.438;252.307;30.648,0;12,15
City of Gallatin - (TN);TN;Municipal;21.016;271.267;31.276,0;11,53
City of Greeneville - (TN);TN;Municipal;31.905;467.935;55.375,0;11,83
City of Harriman - (TN);TN;Municipal;9.244;125.544;17.280,0;13,76
City of Humboldt;TN;Municipal;3.531;43.840;5.101,0;11,64
City of Jackson - (TN);TN;Municipal;30.595;406.789;49.859,0;12,26
City of Jellico;TN;Municipal;1.623;22.768;2.795,0;12,28
City of LaFollette;TN;Municipal;19.676;258.098;34.550,0;13,39
City of Lawrenceburg;TN;Municipal;17.767;263.511;31.597,0;11,99
City of Lenoir - (TN);TN;Municipal;59.579;890.976;108.199,0;12,14
City of Lewisburg - (TN);TN;Municipal;4.860;67.100;7.648,0;11,40
City of Lexington - (TN);TN;Municipal;17.829;232.727;28.584,0;12,28
City of Memphis - (TN);TN;Municipal;376.067;5.291.762;633.309,8;11,97
City of Milan;TN;Municipal;6.825;103.850;12.385,0;11,93
City of Morristown - (TN);TN;Municipal;12.922;165.346;21.128,0;12,78
City of Mt Pleasant - (TN);TN;Municipal;3.471;51.222;6.793,0;13,26
City of Newbern;TN;Municipal;1.498;20.311;2.184,0;10,75
City of Newport;TN;Municipal;19.526;254.087;34.289,0;13,49
City of Oak Ridge;TN;Municipal;14.919;166.834;21.473,0;12,87
City of Paris - (TN);TN;Municipal;16.015;221.536;26.058,0;11,76
City of Pulaski - (TN);TN;Municipal;12.299;177.532;23.422,0;13,19
City of Ripley - (TN);TN;Municipal;5.203;70.235;8.489,0;12,09
City of Rockwood - (TN);TN;Municipal;11.929;172.004;22.391,0;13,02
City of Shelbyville - (TN);TN;Municipal;9.281;128.554;14.726,0;11,46
City of Smithville - (TN);TN;Municipal;2.337;25.785;3.221,0;12,49
City of Sparta;TN;Municipal;2.236;25.579;3.160,0;12,35
City of Springfield - (TN);TN;Municipal;7.408;99.453;11.241,0;11,30
City of Sweetwater;TN;Municipal;7.385;113.413;13.490,0;11,89
City of Trenton - (TN);TN;Municipal;1.946;23.966;3.022,0;12,61
City of Union City;TN;Municipal;5.178;65.645;7.675,0;11,69
City of Winchester - (TN);TN;Municipal;5.176;70.763;8.467,0;11,97
Columbia Power System;TN;Municipal;28.917;388.627;47.111,0;12,12
Cumberland Elec Member Corp;TN;Cooperative;95.827;1.657.350;210.781,0;12,72
Cumberland Valley Electric, Inc.;TN;Cooperative;73;773;109,0;14,10
Duck River Elec Member Corp;TN;Cooperative;68.879;1.127.298;138.964,0;12,33
Entergy Arkansas LLC;TN;Investor Owned;1;32;3,7;11,56
Forked Deer Electric Coop, Inc;TN;Cooperative;8.356;139.115;18.931,0;13,61
Fort Loudoun Electric Coop;TN;Cooperative;29.554;473.530;57.849,0;12,22
French Broad Elec Member Corp;TN;Cooperative;985;8.813;1.225,1;13,90
Gibson Electric Members Corp;TN;Cooperative;29.141;466.240;59.781,0;12,82
Holston Electric Coop, Inc;TN;Cooperative;25.447;358.970;45.699,0;12,73
Johnson City - (TN);TN;Municipal;70.347;990.987;125.354,0;12,65
Kingsport Power Co;TN;Investor Owned;42.525;655.536;71.373,0;10,89
Knoxville Utilities Board;TN;Municipal;187.716;2.523.550;308.133,0;12,21
Loudon Utilities Board;TN;Municipal;11.976;177.745;20.615,0;11,60
Maryville Utilities;TN;Municipal;19.686;264.827;30.236,0;11,42
McMinnville Electric System;TN;Municipal;6.499;80.281;9.116,0;11,36
Meriwether Lewis Electric Coop;TN;Cooperative;29.893;430.729;56.871,0;13,20
Middle Tennessee E M C;TN;Cooperative;289.722;4.515.007;515.304,0;11,41
Mountain Electric Coop, Inc;TN;Cooperative;12.576;151.575;18.111,0;11,95
Nashville Electric Service;TN;Municipal;391.807;5.090.661;669.494,0;13,15
Pickwick Electric Coop;TN;Cooperative;16.511;248.167;31.208,0;12,58
Plateau Electric Cooperative;TN;Cooperative;13.967;163.989;21.487,0;13,10
Powell Valley Electric Coop;TN;Cooperative;20.755;260.502;29.892,0;11,47
Sequachee Valley Electric Coop;TN;Cooperative;32.079;451.751;57.705,0;12,77
Sevier County Electric System;TN;Municipal;34.944;488.454;55.588,0;11,38
South Kentucky Rural E C C;TN;Cooperative;155;1.491;202,2;13,56
Southwest Tennessee E M C;TN;Cooperative;43.337;688.033;88.343,0;12,84
Tennessee Valley Electric Coop;TN;Cooperative;16.487;221.078;28.244,0;12,78
Town of Erwin - (TN);TN;Municipal;7.614;92.538;11.382,0;12,30
Tri-County Elec Member Corp (TN);TN;Cooperative;24.085;372.644;45.845,0;12,30
Tri-State Electric Member Corp;TN;Cooperative;2.726;33.690;4.613,0;13,69
Tullahoma Board-Public Utils;TN;Municipal;9.132;128.577;14.401,0;11,20
Upper Cumberland E M C;TN;Cooperative;44.328;646.089;79.601,0;12,32
Volunteer Electric Coop;TN;Cooperative;101.929;1.468.539;176.557,0;12,02
Weakley County Mun Elec Sys;TN;Municipal;15.476;245.507;27.859,0;11,35
3000 Energy Corp;TX;Retail Power Marketer;1.979;23.982;3.997,3;16,67
AP Holdings LLC;TX;Retail Power Marketer;20.706;390.187;30.109,5;7,72
Accent Energy Holdings, LLC;TX;Retail Power Marketer;4.803;74.013;11.083,0;14,97
Alliance Power Company, LLC.;TX;Retail Power Marketer;5.196;85.952;8.440,9;9,82
Ambit Energy Holdings, LLC;TX;Retail Power Marketer;374.951;4.789.626;737.961,0;15,41
AmeriPower LLC;TX;Retail Power Marketer;1.947;1.730;196,1;11,34
Amigo Energy;TX;Retail Power Marketer;114.676;1.635.646;218.165,4;13,34
Arrow Energy TX LLC;TX;Retail Power Marketer;40;36;5,0;13,89
Austin Energy;TX;Municipal;479.353;5.166.372;612.163,9;11,85
BKV-BPP Retail, LLC;TX;Retail Power Marketer;6;1;0,2;20,00
Bailey County Elec Coop Assn;TX;Cooperative;3.346;26.442;4.025,0;15,22
Bandera Electric Coop, Inc;TX;Cooperative;33.706;533.938;57.431,0;10,76
Bartlett Electric Coop, Inc;TX;Cooperative;9.854;183.823;27.884,1;15,17
Big Country Electric Coop, Inc;TX;Cooperative;9.301;95.450;15.149,0;15,87
Bluebonnet Electric Coop, Inc;TX;Cooperative;102.759;1.641.037;182.258,5;11,11
Bowie-Cass Electric Coop, Inc;TX;Cooperative;34.383;494.631;76.861,8;15,54
Branch Energy Texas LLC;TX;Retail Power Marketer;2.925;44.193;5.024,5;11,37
Brooklet Energy Distribution;TX;Retail Power Marketer;11.474;139.426;16.442,0;11,79
Brownsville Public Utilities Board;TX;Municipal;46.999;641.945;83.438,0;13,00
Bulb US LLC;TX;Retail Power Marketer;5.431;65.905;9.248,8;14,03
Capital Energy PA LLC;TX;Retail Power Marketer;14.162;210.424;26.143,1;12,42
Central Texas Elec Coop, Inc;TX;Cooperative;37.428;525.207;53.454,4;10,18
Champion Energy Services;TX;Retail Power Marketer;157.939;2.510.023;216.111,0;8,61
Chariot Energy;TX;Retail Power Marketer;26.904;453.235;56.906,0;12,56
Cherokee County Elec Coop Assn;TX;Cooperative;20.888;317.440;41.662,0;13,12
City of Brenham - (TX);TX;Municipal;5.915;81.350;7.914,5;9,73
City of Bryan - (TX);TX;Municipal;54.231;804.509;85.785,4;10,66
City of College Station - (TX);TX;Municipal;40.982;522.203;69.438,0;13,30
City of Denton - (TX);TX;Municipal;54.079;701.389;74.200,0;10,58
City of Floresville;TX;Municipal;15.294;261.081;31.774,3;12,17
City of Garland - (TX);TX;Municipal;67.369;958.598;104.155,0;10,87
City of Georgetown - (TX);TX;Municipal;28.194;308.527;42.424,5;13,75
City of Greenville - (TX);TX;Municipal;13.862;185.867;23.088,0;12,42
City of Lubbock - (TX);TX;Municipal;94.358;1.075.052;148.773,0;13,84
City of New Braunfels - (TX);TX;Municipal;45.582;659.650;89.363,9;13,55
City of San Antonio - (TX);TX;Municipal;823.105;11.276.203;1.377.763,0;12,22
City of San Marcos - (TX);TX;Municipal;21.873;264.227;26.875,0;10,17
City of Seguin - (TX);TX;Municipal;7.659;100.814;10.843,0;10,76
Clearview Electric Inc.;TX;Retail Power Marketer;590;6.166;990,7;16,07
Comanche County Elec Coop Assn;TX;Cooperative;6.870;110.793;17.504,0;15,80
Concho Valley Elec Coop Inc;TX;Cooperative;11.747;136.754;22.146,5;16,19
Constellation NewEnergy, Inc;TX;Retail Power Marketer;187.010;2.990.968;423.808,8;14,17
Cooke County Elec Coop Assn;TX;Cooperative;15.208;225.799;34.761,0;15,39
Deaf Smith Electric Coop, Inc;TX;Cooperative;5.317;56.929;6.505,4;11,43
Declaration Energy LLC;TX;Retail Power Marketer;37.550;789.929;101.421,0;12,84
Deep East Texas Elec Coop Inc;TX;Cooperative;40.359;598.430;78.461,0;13,11
Denton County Elec Coop, Inc;TX;Cooperative;271.804;4.209.528;586.745,8;13,94
Direct Energy Services;TX;Retail Power Marketer;304.884;4.504.883;581.881,9;12,92
ENGIE Retail, LLC;TX;Retail Power Marketer;10.731;151.900;18.881,7;12,43
El Paso Electric Co;TX;Investor Owned;310.263;2.519.058;386.497,0;15,34
Energywell LLC;TX;Retail Power Marketer;7.110;7.917;802,2;10,13
Entergy Texas Inc.;TX;Investor Owned;433.077;6.678.156;895.687,3;13,41
Farmers Electric Coop, Inc - (TX);TX;Cooperative;73.951;1.174.967;156.693,0;13,34
Fayette Electric Coop, Inc;TX;Cooperative;13.668;170.775;19.986,0;11,70
Frontier Utilities, LLC;TX;Retail Power Marketer;119.604;1.758.093;269.358,9;15,32
Gexa Energy, LP;TX;Retail Power Marketer;228.027;3.384.935;608.972,5;17,99
Good Charlie & Co., LLC;TX;Retail Power Marketer;2.654;31.576;4.935,7;15,63
Grayson-Collin Elec Coop, Inc;TX;Cooperative;71.028;1.096.322;161.140,0;14,70
Green Mountain Energy Company;TX;Retail Power Marketer;324.902;3.913.777;582.093,5;14,87
Greenbelt Electric Coop, Inc;TX;Cooperative;3.836;28.723;5.652,0;19,68
Guadalupe Valley Elec Coop Inc;TX;Cooperative;85.406;1.324.704;165.641,7;12,50
HILCO Electric Cooperative, Inc.;TX;Cooperative;24.773;478.196;72.668,0;15,20
Hamilton County Elec Coop Assn;TX;Cooperative;18.884;246.999;36.006,6;14,58
Heart of Texas Electric Coop;TX;Cooperative;17.771;361.752;45.748,6;12,65
Heritage Power LLC;TX;Retail Power Marketer;6.259;101.126;10.376,9;10,26
Houston County Elec Coop Inc;TX;Cooperative;21.070;234.901;36.592,7;15,58
Hudson Energy Services;TX;Retail Power Marketer;4.662;82.649;8.723,0;10,55
Infuse Energy LLC;TX;Retail Power Marketer;16.667;109.622;12.487,1;11,39
Ironhorse Power Services LLC;TX;Retail Power Marketer;17.658;339.420;26.079,6;7,68
JP Energy Resources, LLC;TX;Retail Power Marketer;28.662;289.643;39.013,9;13,47
Jackson Electric Coop, Inc - (TX);TX;Cooperative;15.390;175.070;22.174,0;12,67
Jasper-Newton Elec Coop, Inc;TX;Cooperative;20.918;282.990;38.824,0;13,72
Just Energy;TX;Retail Power Marketer;276.235;4.113.360;558.316,0;13,57
Karnes Electric Coop Inc;TX;Cooperative;13.383;273.006;30.816,0;11,29
Kerrville Public Utility Board;TX;Municipal;19.905;294.877;26.342,4;8,93
Lamar County Elec Coop Assn;TX;Cooperative;12.397;167.341;18.444,0;11,02
Lamb County Electric Coop, Inc;TX;Cooperative;2.814;36.919;4.808,0;13,02
Lea County Electric Coop, Inc;TX;Cooperative;1.855;29.828;2.628,0;8,81
Liberty Power Corp.;TX;Retail Power Marketer;138;328;78,7;23,99
Lighthouse Electric Coop, Inc;TX;Cooperative;3.854;28.361;4.663,6;16,44
Lyntegar Electric Coop, Inc;TX;Cooperative;8.792;114.269;14.429,0;12,63
MP2 Energy LLC;TX;Retail Power Marketer;40.934;503.541;71.241,0;14,15
Magic Valley Electric Coop Inc;TX;Cooperative;117.744;1.903.292;216.525,9;11,38
Medina Electric Coop, Inc;TX;Cooperative;29.067;401.959;53.340,4;13,27
Mid-South Electric Coop Assn;TX;Cooperative;32.607;523.306;80.759,8;15,43
MidAmerican Energy Services, LLC;TX;Retail Power Marketer;4.228;71.413;8.352,2;11,70
Mothership;TX;Retail Power Marketer;3.164;47.203;8.612,0;18,24
Navarro County Elec Coop, Inc;TX;Cooperative;17.419;276.906;40.933,0;14,78
Navasota Valley Elec Coop, Inc;TX;Cooperative;19.020;235.720;34.709,8;14,73
North Plains Electric Coop Inc;TX;Cooperative;3.088;36.223;4.919,0;13,58
Nueces Electric Cooperative;TX;Cooperative;41.720;658.025;81.838,0;12,44
Octopus Energy LLC;TX;Retail Power Marketer;14.798;272.559;29.024,3;10,65
OhmConnect Texas LLC;TX;Retail Power Marketer;1.921;28.081;3.415,4;12,16
Panola-Harrison Elec Coop, Inc;TX;Cooperative;9.340;136.764;18.618,8;13,61
Pedernales Electric Coop, Inc;TX;Cooperative;370.868;5.660.723;639.424,1;11,30
Pogo Energy LLC;TX;Retail Power Marketer;13.733;163.468;24.902,0;15,23
Pulse Power, LLC;TX;Retail Power Marketer;160.940;2.591.318;351.740,5;13,57
Reliant Energy Retail Services;TX;Retail Power Marketer;1.562.777;21.460.140;3.242.101,8;15,11
Revolution Energy LLC;TX;Retail Power Marketer;83;925;141,0;15,24
Rhythm Ops LLC;TX;Retail Power Marketer;52.770;527.299;94.952,8;18,01
Rio Grande Electric Coop, Inc;TX;Cooperative;9.023;102.744;18.026,1;17,54
Rita Blanca Electric Coop, Inc;TX;Cooperative;1.233;38.282;4.323,0;11,29
Rusk County Electric Coop, Inc;TX;Cooperative;18.087;297.675;43.528,7;14,62
Sam Houston Electric Coop Inc;TX;Cooperative;80.134;1.161.745;173.559,0;14,94
San Bernard Electric Coop, Inc;TX;Cooperative;30.756;472.275;69.320,1;14,68
San Patricio Electric Coop Inc;TX;Cooperative;9.702;135.855;19.697,6;14,50
Smart Prepaid Electric;TX;Retail Power Marketer;149;1.510;240,7;15,94
SmartEnergy Holdings, LLC;TX;Retail Power Marketer;3;51;7,5;14,71
South Plains Electric Coop Inc;TX;Cooperative;50.571;675.407;91.287,8;13,52
Southern Federal Power, LLC;TX;Retail Power Marketer;10.710;184.417;13.070,0;7,09
Southwest Arkansas E C C;TX;Cooperative;1.060;21.129;2.549,8;12,07
Southwest Texas Elec Coop, Inc;TX;Cooperative;5.783;40.256;6.243,0;15,51
Southwestern Electric Coop Inc - (NM);TX;Cooperative;10;77;18,4;23,90
Southwestern Electric Power Co;TX;Investor Owned;154.733;2.293.022;294.361,7;12,84
Southwestern Public Service Co;TX;Investor Owned;219.033;2.627.405;353.165,8;13,44
Spark Energy, LP;TX;Retail Power Marketer;38.182;649.826;84.781,0;13,05
Stream SPE, LTD;TX;Retail Power Marketer;200.184;3.136.239;438.184,5;13,97
Summer Energy LLC;TX;Retail Power Marketer;27.921;395.476;59.247,0;14,98
Sunnova;TX;Behind the Meter;6.326;77.907;6.632,8;8,51
Sunrun Inc.;TX;Behind the Meter;4.522;50.527;9.108,8;18,03
TXU Energy Retail Co, LLC;TX;Retail Power Marketer;1.409.602;19.973.789;3.183.061,6;15,94
Tara Energy, LLC;TX;Retail Power Marketer;30.953;432.369;57.353,0;13,26
Taylor Electric Coop Inc - (TX);TX;Cooperative;17.008;240.809;43.568,8;18,09
Tesla Energy Ventures;TX;Retail Power Marketer;24;117;4,0;3,42
Tesla Inc.;TX;Behind the Meter;7.263;69.593;9.013,0;12,95
Texpo Power, L.P.;TX;Retail Power Marketer;57.915;1.107.216;76.475,1;6,91
Tomorow Energy Corp.;TX;Retail Power Marketer;3.321;50.129;6.320,7;12,61
Tri-County Electric Coop, Inc (OK);TX;Cooperative;205;2.364;384,4;16,26
Tri-County Electric Coop, Inc (TX);TX;Cooperative;110.971;2.096.613;288.562,0;13,76
TriEagle Energy, L.P.;TX;Retail Power Marketer;127.457;2.035.030;259.373,0;12,75
Trinity Valley Elec Coop Inc;TX;Cooperative;75.267;1.219.909;172.466,3;14,14
US Retailers, LLC;TX;Retail Power Marketer;319.021;5.251.001;660.182,0;12,57
United Electric Coop Service Inc - (TX);TX;Cooperative;82.957;1.426.347;194.701,7;13,65
Upshur Rural Elec Coop Corp;TX;Cooperative;43.181;669.302;92.251,0;13,78
V247 Power Corporation;TX;Retail Power Marketer;23.736;99.994;10.597,3;10,60
Value Based Brands LLC;TX;Retail Power Marketer;183.858;2.742.120;388.937,0;14,18
Varsity Energy;TX;Retail Power Marketer;7.146;98.258;12.693,4;12,92
Victoria Electric Coop, Inc;TX;Cooperative;21.005;325.299;39.756,7;12,22
Weatherford Mun Utility System;TX;Municipal;13.840;210.494;24.173,0;11,48
Wharton County Elec Coop, Inc;TX;Cooperative;5.481;78.905;10.510,0;13,32
Windrose Power & Gas LLC;TX;Retail Power Marketer;10.586;47.849;2.870,9;6,00
Wise Electric Coop Inc;TX;Cooperative;19.152;356.540;49.339,0;13,84
Wolverine Alternative Investments, LLC;TX;Retail Power Marketer;121;2.920;311,3;10,66
Wood County Electric Coop, Inc;TX;Cooperative;34.575;481.978;68.936,0;14,30
XOOM Energy Texas, LLC;TX;Retail Power Marketer;41.382;622.402;90.381,6;14,52
Young Energy, LLC;TX;Retail Power Marketer;38.452;450.355;92.471,5;20,53
City of Bountiful;UT;Municipal;15.616;160.800;17.392,0;10,82
City of Logan - (UT);UT;Municipal;17.682;116.731;13.086,0;11,21
City of Murray - (UT);UT;Municipal;16.371;125.462;11.615,0;9,26
City of Springville - (UT);UT;Municipal;10.596;101.148;11.330,2;11,20
City of St George;UT;Municipal;27.496;323.873;32.749,8;10,11
Dixie Escalante R E A, Inc;UT;Cooperative;23.595;388.819;29.574,8;7,61
Empire Electric Assn, Inc;UT;Cooperative;924;7.611;1.199,0;15,75
Garkane Energy Coop, Inc;UT;Cooperative;11.121;123.329;13.150,8;10,66
Lehi City Corporation;UT;Municipal;25.016;237.384;21.281,0;8,96
Moon Lake Electric Assn Inc;UT;Cooperative;13.000;156.804;13.049,6;8,32
Mt Wheeler Power, Inc;UT;Cooperative;219;2.143;202,5;9,45
Navajo Tribal Utility Authority;UT;State;1.793;12.507;1.617,0;12,93
PacifiCorp;UT;Investor Owned;901.864;8.291.943;922.879,8;11,13
Provo City Corp;UT;Municipal;35.091;256.678;27.920,9;10,88
Raft Rural Elec Coop Inc;UT;Cooperative;370;5.127;487,0;9,50
Spanish Fork City Corporation;UT;Municipal;12.613;123.455;12.408,0;10,05
Strawberry Electric Serv Dist;UT;Political Subdivision;3.611;50.647;6.247,7;12,34
Sunnova;UT;Behind the Meter;4;21;0,8;3,81
Sunrun Inc.;UT;Behind the Meter;759;5.884;822,0;13,97
Wells Rural Electric Co;UT;Cooperative;507;5.739;597,3;10,41
A & N Electric Coop;VA;Cooperative;32.415;376.851;47.388,3;12,57
Appalachian Power Co;VA;Investor Owned;460.456;6.252.210;814.405,0;13,03
Bristol Virginia Utilities;VA;Municipal;13.571;198.193;21.848,0;11,02
Central Virginia Electric Coop;VA;Cooperative;34.060;512.105;71.521,0;13,97
City of Danville - (VA);VA;Municipal;37.176;454.015;69.717,4;15,36
City of Harrisonburg - (VA);VA;Municipal;17.990;208.840;23.708,0;11,35
City of Manassas - (VA);VA;Municipal;14.008;169.568;19.923,0;11,75
City of Salem - (VA);VA;Municipal;11.252;128.984;15.953,9;12,37
Kentucky Utilities Co;VA;Investor Owned;22.864;348.798;47.546,4;13,63
Mecklenburg Electric Cooperative;VA;Cooperative;29.816;363.278;52.599,6;14,48
Northern Neck Elec Coop, Inc;VA;Cooperative;17.376;245.104;35.058,0;14,30
Northern Virginia Elec Coop;VA;Cooperative;164.645;2.267.589;301.154,0;13,28
Powell Valley Electric Coop;VA;Cooperative;6.578;89.356;10.160,0;11,37
Prince George Electric Coop;VA;Cooperative;10.793;177.513;23.005,0;12,96
Rappahannock Electric Coop;VA;Cooperative;162.816;2.404.396;320.782,7;13,34
Shenandoah Valley Elec Coop;VA;Cooperative;84.189;1.223.045;152.182,4;12,44
Southside Electric Coop, Inc;VA;Cooperative;55.919;760.129;113.196,0;14,89
Sunnova;VA;Behind the Meter;13;55;5,0;9,09
Tesla Inc.;VA;Behind the Meter;66;308;23,0;7,47
Town of Bedford - (VA);VA;Municipal;5.911;84.268;10.797,0;12,81
Virginia Electric & Power Co;VA;Investor Owned;2.332.881;29.595.057;3.968.614,8;13,41
Virginia Tech Electric Service;VA;State;5.590;54.899;6.759,4;12,31
City of Burlington Electric - (VT);VT;Municipal;17.550;88.628;15.253,1;17,21
Green Mountain Power Corp;VT;Investor Owned;225.059;1.567.812;319.345,0;20,37
SunPower Capital, LLC;VT;Behind the Meter;343;1.287;361,7;28,10
Sunrun Inc.;VT;Behind the Meter;1.616;11.973;2.697,6;22,53
Tesla Inc.;VT;Behind the Meter;1.588;9.087;1.745,0;19,20
Vermont Electric Cooperative, Inc;VT;Cooperative;35.640;236.476;47.034,9;19,89
Washington Electric Coop - (VT);VT;Cooperative;11.231;63.556;15.539,0;24,45
Avista Corp;WA;Investor Owned;239.958;2.765.089;277.755,0;10,05
Benton Rural Electric Assn;WA;Cooperative;12.744;238.963;20.708,1;8,67
Big Bend Electric Coop, Inc;WA;Cooperative;5.279;121.553;10.033,5;8,25
City of Centralia - (WA);WA;Municipal;8.964;127.889;12.493,9;9,77
City of Ellensburg - (WA);WA;Municipal;8.877;88.172;9.238,0;10,48
City of Port Angeles - (WA);WA;Municipal;9.947;136.391;12.134,0;8,90
City of Richland - (WA);WA;Municipal;25.006;389.130;38.419,0;9,87
City of Seattle - (WA);WA;Municipal;441.926;3.346.665;405.555,6;12,12
City of Tacoma - (WA);WA;Municipal;171.948;2.041.309;204.838,0;10,03
