2022 Utility Bundled Retail Sales- Residential;;;;;;
(Data from forms EIA-861- schedules 4A & 4D and EIA-861S);;;;;;
Entity;State;Ownership;Customers (Count);Sales (Megawatthours);Revenues (Thousands Dollars);Average Price (cents/kWh)
Prairie Energy Coop;IA;Cooperative;3.468;58.489;7.538,3;12,89
Avista Corp;ID;Investor Owned;123.965;1.388.385;137.048,0;9,87
City of Idaho Falls - (ID);ID;Municipal;26.559;323.413;26.390,0;8,16
Fall River Rural Elec Coop Inc;ID;Cooperative;14.225;207.988;20.446,0;9,83
Idaho Power Co;ID;Investor Owned;498.920;5.854.670;626.554,7;10,70
Inland Power & Light Company;ID;Cooperative;2.035;36.398;3.079,6;8,46
Kootenai Electric Cooperative;ID;Cooperative;28.426;406.138;43.150,4;10,62
Lower Valley Energy Inc;ID;Cooperative;1.533;20.455;1.450,0;7,09
Missoula Electric Coop, Inc;ID;Cooperative;43;605;60,5;10,00
Northern Lights, Inc;ID;Cooperative;17.343;238.766;26.959,0;11,29
PacifiCorp;ID;Investor Owned;71.033;821.083;88.399,5;10,77
Raft Rural Elec Coop Inc;ID;Cooperative;1.356;26.037;2.312,0;8,88
Salmon River Electric Coop Inc;ID;Cooperative;2.317;37.401;3.430,0;9,17
United Electric Co-op, Inc - (ID);ID;Cooperative;4.863;106.600;7.459,0;7,00
Ameren Illinois Company;IL;Investor Owned;531.572;6.055.726;930.759,6;15,37
City of Batavia - (IL);IL;Municipal;9.893;88.588;12.467,0;14,07
City of Geneva- (IL);IL;Municipal;9.032;78.871;8.924,0;11,31
City of Naperville - (IL);IL;Municipal;55.329;517.337;67.323,8;13,01
City of Peru - (IL);IL;Municipal;4.728;37.655;4.415,0;11,72
City of Springfield - (IL);IL;Municipal;60.222;630.517;75.071,4;11,91
City of St Charles - (IL);IL;Municipal;13.985;120.352;17.672,2;14,68
Coles-Moultrie Electric Coop;IL;Cooperative;8.461;121.359;18.607,0;15,33
Commonwealth Edison Co;IL;Investor Owned;3.006.833;22.049.120;3.633.470,3;16,48
Corn Belt Energy Corporation;IL;Cooperative;34.425;404.431;57.157,0;14,13
Eastern Illinois Elec Coop;IL;Cooperative;11.167;177.443;26.923,0;15,17
Egyptian Electric Coop Assn;IL;Cooperative;13.682;203.273;28.658,5;14,10
Jo-Carroll Energy, Inc;IL;Cooperative;17.473;160.356;28.710,6;17,90
Menard Electric Coop;IL;Cooperative;9.088;117.813;18.644,6;15,83
MidAmerican Energy Co;IL;Investor Owned;73.704;654.994;68.423,2;10,45
Mt Carmel Public Utility Co;IL;Investor Owned;4.349;47.349;7.942,0;16,77
Norris Electric Coop;IL;Cooperative;18.004;256.543;32.714,0;12,75
Rochelle Municipal Utilities;IL;Municipal;5.906;73.802;6.218,0;8,43
Rock Energy Cooperative;IL;Cooperative;9.347;85.884;12.236,0;14,25
Scenic Rivers Energy Coop;IL;Cooperative;12;163;21,3;13,07
Shelby Electric Coop, Inc;IL;Cooperative;9.755;129.163;21.817,6;16,89
Southeastern IL Elec Coop, Inc;IL;Cooperative;22.500;340.450;41.705,0;12,25
Southwestern Electric Coop Inc - (IL);IL;Cooperative;23.557;341.559;44.328,6;12,98
Sunnova;IL;Behind the Meter;144;949;150,9;15,90
Sunrun Inc.;IL;Behind the Meter;16.768;132.495;17.791,1;13,43
Tesla Inc.;IL;Behind the Meter;4;24;2,0;8,33
Tri-County Electric Coop, Inc (IL);IL;Cooperative;16.159;242.745;34.306,1;14,13
Wayne-White Counties Elec Coop;IL;Cooperative;11.989;154.764;23.115,2;14,94
Bartholomew County Rural E M C;IN;Cooperative;11.262;159.466;22.519,7;14,12
Boone County Rural EMC;IN;Cooperative;16.710;254.646;38.261,0;15,03
Carroll-White REMC;IN;Cooperative;14.648;196.425;27.923,0;14,22
City of Anderson - (IN);IN;Municipal;30.442;312.486;37.186,3;11,90
City of Auburn - (IN);IN;Municipal;6.753;65.823;6.950,4;10,56
City of Bluffton - (IN);IN;Municipal;4.900;49.705;4.757,0;9,57
City of Frankfort - (IN);IN;Municipal;7.750;75.864;8.303,0;10,94
City of Greenfield - (IN);IN;Municipal;11.114;104.619;11.990,0;11,46
City of Jasper - (IN);IN;Municipal;6.346;72.285;7.430,9;10,28
City of Lebanon - (IN);IN;Municipal;7.816;79.015;8.833,8;11,18
City of Logansport - (IN);IN;Municipal;11.271;104.225;10.661,2;10,23
City of Mishawaka;IN;Municipal;24.832;184.922;19.290,1;10,43
City of Peru - (IN);IN;Municipal;8.867;91.278;10.297,0;11,28
City of Richmond - (IN);IN;Municipal;16.261;187.915;21.580,7;11,48
Clark County Rural E M C - (IN);IN;Cooperative;25.826;386.273;52.283,1;13,54
Crawfordsville Elec, Lgt & Pwr;IN;Municipal;8.546;86.697;10.614,1;12,24
Daviess Martin County R E M C;IN;Cooperative;7.824;123.628;16.964,0;13,72
Decatur County Rural E M C;IN;Cooperative;7.960;117.739;16.734,0;14,21
Dubois Rural Electric Coop Inc;IN;Cooperative;13.210;169.439;21.281,0;12,56
Duke Energy Indiana, LLC;IN;Investor Owned;770.371;9.437.169;1.429.517,1;15,15
Harrison County Rural E M C;IN;Cooperative;22.696;366.291;44.473,4;12,14
Heartland REMC;IN;Cooperative;17.777;269.107;36.863,0;13,70
Hendricks County Rural E M C;IN;Cooperative;35.657;520.225;66.214,7;12,73
Indiana Michigan Power Co;IN;Investor Owned;416.618;4.331.864;683.180,0;15,77
Indianapolis Power & Light Co;IN;Investor Owned;458.585;5.305.095;688.487,0;12,98
Jackson County Rural E M C - (IN);IN;Cooperative;23.939;387.596;51.653,0;13,33
Jasper County Rural E M C;IN;Cooperative;7.618;104.193;14.675,6;14,09
Johnson County Rural E M C;IN;Cooperative;27.200;363.058;46.983,2;12,94
Kankakee Valley Rural E M C;IN;Cooperative;18.821;220.883;30.241,2;13,69
Kosciusko County Rural E M C;IN;Cooperative;17.347;194.129;23.628,5;12,17
Midwest Energy Cooperative;IN;Cooperative;308;4.031;720,5;17,87
NineStar Connect;IN;Cooperative;16.478;254.074;37.319,0;14,69
Noble County R E M C;IN;Cooperative;10.896;139.612;17.640,8;12,64
Northeastern Rural E M C;IN;Cooperative;28.628;360.480;51.360,1;14,25
Northern Indiana Pub Serv Co;IN;Investor Owned;424.735;3.482.939;592.426,1;17,01
Paulding-Putman Elec Coop, Inc;IN;Cooperative;3.624;41.311;6.194,2;14,99
RushShelby Energy;IN;Cooperative;14.622;209.145;30.701,0;14,68
South Central Indiana REMC;IN;Cooperative;34.203;462.724;70.666,0;15,27
Southeastern Indiana R E M C;IN;Cooperative;25.783;369.795;53.066,0;14,35
Southern Indiana Gas & Elec Co;IN;Investor Owned;131.706;1.398.173;242.159,8;17,32
Southern Indiana R E C, Inc;IN;Cooperative;8.852;111.213;15.121,0;13,60
Sunnova;IN;Behind the Meter;2;23;4,4;19,13
Tipmont Rural Elec Member Corp;IN;Cooperative;27.354;333.992;49.662,6;14,87
Utilities Dist-Western IN REMC;IN;Cooperative;18.666;251.643;37.025,8;14,71
Western Indiana Energy REMC;IN;Cooperative;14.941;221.418;26.995,7;12,19
Whitewater Valley Rural EMC;IN;Cooperative;11.936;171.945;23.102,0;13,44
Alfalfa Electric Coop, Inc;KS;Cooperative;216;3.889;461,0;11,85
CMS Electric Coop Inc;KS;Cooperative;3.187;27.581;5.412,4;19,62
City of Chanute;KS;Municipal;4.583;45.837;5.354,0;11,68
City of Coffeyville - (KS);KS;Municipal;4.769;52.025;6.352,4;12,21
City of Garden City;KS;Municipal;10.300;86.000;12.100,0;14,07
City of Kansas City - (KS);KS;Municipal;59.859;598.338;85.000,0;14,21
City of McPherson - (KS);KS;Municipal;7.405;95.777;8.638,3;9,02
City of Winfield - (KS);KS;Municipal;6.499;61.160;11.344,8;18,55
Empire District Electric Co;KS;Investor Owned;8.249;114.286;16.391,6;14,34
Evergy Kansas Central, Inc;KS;Investor Owned;338.432;3.623.878;513.197,3;14,16
Evergy Kansas South, Inc;KS;Investor Owned;295.902;3.330.071;469.849,7;14,11
Evergy Metro;KS;Investor Owned;239.597;2.967.054;385.528,5;12,99
FreeState Electric Coop;KS;Cooperative;17.263;231.179;36.401,0;15,75
Midwest Energy Inc;KS;Cooperative;29.822;328.352;39.737,5;12,10
Pioneer Electric Coop, Inc - (KS);KS;Cooperative;5.033;65.859;8.292,0;12,59
Prairie Land Electric Coop Inc;KS;Cooperative;13.399;139.236;20.310,8;14,59
Southern Pioneer Electric Company;KS;Cooperative;12.529;122.688;21.518,0;17,54
Tri-County Electric Coop, Inc (OK);KS;Cooperative;1.052;8.964;1.519,9;16,96
Victory Electric Coop Assn Inc;KS;Cooperative;13.986;150.422;20.216,0;13,44
Western Coop Electric Assn Inc;KS;Cooperative;5.766;63.685;9.412,1;14,78
Wheatland Electric Coop, Inc;KS;Cooperative;20.323;220.824;30.796,3;13,95
Big Sandy Rural Elec Coop Corp;KY;Cooperative;11.712;164.357;22.501,0;13,69
Blue Grass Energy Coop Corp;KY;Cooperative;58.839;875.129;109.313,0;12,49
City of Bardstown - (KY);KY;Municipal;3.426;42.524;4.461,0;10,49
City of Benton - (KY);KY;Municipal;1.854;23.894;3.257,0;13,63
City of Berea Municipal Utility;KY;Municipal;4.710;59.255;5.318,3;8,98
City of Bowling Green - (KY);KY;Municipal;26.291;287.022;34.055,0;11,86
City of Frankfort - (KY);KY;Municipal;16.708;209.154;22.005,0;10,52
City of Franklin - (KY);KY;Municipal;4.371;53.996;7.152,0;13,25
City of Fulton - (KY);KY;Municipal;1.201;14.570;1.952,0;13,40
City of Glasgow - (KY);KY;Municipal;5.663;66.503;9.157,0;13,77
City of Hickman;KY;Municipal;842;9.122;1.451,0;15,91
City of Hopkinsville;KY;Municipal;9.879;121.019;14.835,0;12,26
City of Jellico;KY;Municipal;1.772;24.093;2.965,0;12,31
City of Mayfield Plant Board;KY;Municipal;4.245;45.026;6.008,0;13,34
City of Murray - (KY);KY;Municipal;6.137;65.664;8.889,0;13,54
City of Owensboro - (KY);KY;Municipal;23.057;219.311;28.304,3;12,91
City of Paducah - (KY);KY;Municipal;18.862;209.944;32.973,7;15,71
City of Russellville - (KY);KY;Municipal;3.292;39.244;4.705,0;11,99
Clark Energy Coop Inc - (KY);KY;Cooperative;25.633;337.704;45.636,0;13,51
Cumberland Valley Electric, Inc.;KY;Cooperative;22.303;309.274;39.615,0;12,81
Duke Energy Kentucky;KY;Investor Owned;134.068;1.518.206;200.134,4;13,18
Farmers Rural Electric Coop Corp - (KY);KY;Cooperative;24.599;327.573;41.695,0;12,73
Fleming-Mason Energy Coop Inc;KY;Cooperative;23.667;300.658;38.034,0;12,65
Gibson Electric Members Corp;KY;Cooperative;2.541;36.798;4.841,0;13,16
Grayson Rural Electric Coop Corp;KY;Cooperative;14.329;172.197;28.108,0;16,32
Henderson City Utility Comm;KY;Municipal;10.280;121.179;10.237,3;8,45
Inter County Energy Coop Corp;KY;Cooperative;26.404;358.189;51.078,0;14,26
Jackson Energy Coop Corp - (KY);KY;Cooperative;48.954;705.969;98.170,4;13,91
Jackson Purchase Energy Corporation;KY;Cooperative;25.574;367.449;55.981,6;15,24
Kenergy Corp;KY;Cooperative;47.119;707.928;103.117,0;14,57
Kentucky Power Co;KY;Investor Owned;132.619;1.968.490;315.955,0;16,05
Kentucky Utilities Co;KY;Investor Owned;443.576;6.169.015;752.019,4;12,19
Licking Valley Rural E C C;KY;Cooperative;16.505;191.769;27.743,0;14,47
Louisville Gas & Electric Co;KY;Investor Owned;378.001;4.230.691;522.265,0;12,34
Madisonville Municipal Utils;KY;Municipal;6.914;63.582;8.191,0;12,88
Meade County Rural E C C;KY;Cooperative;28.813;355.117;50.767,2;14,30
Nolin Rural Electric Coop Corp;KY;Cooperative;34.725;500.681;65.724,0;13,13
Owen Electric Coop Inc;KY;Cooperative;62.542;849.522;109.240,0;12,86
Pennyrile Rural Electric Coop;KY;Cooperative;40.062;608.998;78.939,0;12,96
Salt River Electric Coop Corp;KY;Cooperative;52.081;780.339;87.207,0;11,18
Shelby Energy Co-op, Inc;KY;Cooperative;16.866;253.093;33.031,0;13,05
South Kentucky Rural E C C;KY;Cooperative;64.149;805.936;103.745,6;12,87
Taylor County Rural E C C;KY;Cooperative;24.578;311.990;36.951,0;11,84
Tri-County Elec Member Corp (TN);KY;Cooperative;20.298;290.829;36.202,0;12,45
Warren Rural Elec Coop Corp;KY;Cooperative;58.877;918.414;110.018,0;11,98
West Kentucky Rural E C C;KY;Cooperative;30.899;449.480;59.802,0;13,30
Beauregard Electric Coop, Inc;LA;Cooperative;39.678;634.745;78.874,0;12,43
City of Alexandria - (LA);LA;Municipal;20.046;293.739;34.803,0;11,85
City of Lafayette - (LA);LA;Municipal;58.774;851.520;102.150,0;12,00
City of Natchitoches;LA;Municipal;7.280;93.276;10.705,4;11,48
City of Ruston - (LA);LA;Municipal;9.608;110.804;4.866,0;4,39
Claiborne Electric Coop, Inc;LA;Cooperative;21.626;313.742;35.149,0;11,20
Cleco Power LLC;LA;Investor Owned;249.860;3.787.257;558.247,0;14,74
Concordia Electric Coop, Inc;LA;Cooperative;11.884;141.146;17.210,0;12,19
Dixie Electric Membership Corp;LA;Cooperative;107.079;1.685.368;243.146,3;14,43
Entergy Louisiana LLC;LA;Investor Owned;949.440;13.986.531;1.775.551,6;12,69
Entergy New Orleans, LLC;LA;Investor Owned;187.760;2.364.348;328.757,4;13,90
Jefferson Davis Elec Coop, Inc;LA;Cooperative;8.718;132.052;18.578,0;14,07
Northeast Louisiana Power Coop Inc.;LA;Cooperative;11.583;199.995;22.117,0;11,06
Panola-Harrison Elec Coop, Inc;LA;Cooperative;8.503;135.848;18.099,8;13,32
Pointe Coupee Elec Member Corp;LA;Cooperative;8.250;121.626;15.136,0;12,44
South Louisiana Elec Coop Assn;LA;Cooperative;17.132;264.727;29.415,6;11,11
Southwest Louisiana E M C;LA;Cooperative;105.517;1.819.805;199.492,7;10,96
Southwestern Electric Power Co;LA;Investor Owned;207.487;3.029.121;402.137,7;13,28
Spruce Finance;LA;Behind the Meter;77;603;47,5;7,88
Sunnova;LA;Behind the Meter;27;191;27,3;14,29
Terrebonne Parish Consol Gov't;LA;Municipal;10.716;167.412;22.053,7;13,17
Washington-St Tammany E C, Inc;LA;Cooperative;50.076;811.765;89.766,3;11,06
City of Chicopee - (MA);MA;Municipal;23.207;201.694;32.445,4;16,09
City of Holyoke - (MA);MA;Municipal;14.976;110.165;15.360,0;13,94
City of Norwood - (MA);MA;Municipal;13.791;90.880;15.681,0;17,25
City of Peabody - (MA);MA;Municipal;22.203;196.321;24.709,3;12,59
City of Taunton;MA;Municipal;34.401;285.649;49.193,0;17,22
City of Westfield - (MA);MA;Municipal;16.170;133.275;23.139,3;17,36
Fitchburg Gas & Elec Light Co;MA;Investor Owned;18.525;116.212;34.761,8;29,91
Massachusetts Electric Co;MA;Investor Owned;611.277;4.008.052;1.143.647,4;28,53
NSTAR Electric Company;MA;Investor Owned;432.255;2.446.486;716.965,0;29,31
Nantucket Electric Co;MA;Investor Owned;2.033;18.578;5.502,4;29,62
Spruce Finance;MA;Behind the Meter;2.199;15.292;2.381,7;15,57
SunPower Capital, LLC;MA;Behind the Meter;879;6.670;1.117,0;16,75
Sunnova;MA;Behind the Meter;12.555;104.717;17.586,7;16,79
Sunrun Inc.;MA;Behind the Meter;40.298;292.924;54.089,9;18,47
Tesla Inc.;MA;Behind the Meter;19.247;125.077;19.645,0;15,71
Town of Braintree - (MA);MA;Municipal;14.006;119.243;17.572,0;14,74
Town of Danvers;MA;Municipal;11.486;96.531;15.814,3;16,38
Town of Hudson - (MA);MA;Municipal;11.396;105.020;12.928,3;12,31
Town of Littleton - (MA);MA;Municipal;6.684;69.774;9.471,3;13,57
Town of Mansfield - (MA);MA;Municipal;9.381;84.148;12.396,8;14,73
Town of Middleborough - (MA);MA;Municipal;15.165;138.299;19.957,0;14,43
Town of North Attleborough - (MA);MA;Municipal;12.530;114.521;17.709,3;15,46
Town of Reading - (MA);MA;Municipal;28.410;259.411;43.930,0;16,93
Town of Shrewsbury - (MA);MA;Municipal;15.044;137.976;18.659,0;13,52
Town of Sterling - (MA);MA;Municipal;3.567;32.639;5.516,0;16,90
Town of Wellesley - (MA);MA;Municipal;9.323;108.115;16.356,2;15,13
A & N Electric Coop;MD;Cooperative;261;2.337;301,4;12,90
Baltimore Gas & Electric Co;MD;Investor Owned;965.223;10.474.761;1.423.637,1;13,59
Choptank Electric Cooperative, Inc;MD;Cooperative;50.069;694.080;107.786,0;15,53
Delmarva Power;MD;Investor Owned;164.904;1.970.953;314.614,2;15,96
Easton Utilities Comm;MD;Municipal;8.578;108.615;14.409,5;13,27
Hagerstown Light Department;MD;Municipal;14.914;165.334;12.736,3;7,70
Potomac Electric Power Co;MD;Investor Owned;458.433;4.769.046;730.532,7;15,32
Southern Maryland Elec Coop Inc;MD;Cooperative;153.234;2.189.282;334.105,4;15,26
Spruce Finance;MD;Behind the Meter;415;3.246;465,1;14,33
Sunnova;MD;Behind the Meter;4.629;52.856;7.318,6;13,85
Sunrun Inc.;MD;Behind the Meter;24.910;230.721;30.532,7;13,23
Tesla Inc.;MD;Behind the Meter;26.985;221.166;33.184,0;15,00
The Potomac Edison Company;MD;Investor Owned;228.961;3.125.996;326.578,2;10,45
Central Maine Power Co;ME;Investor Owned;512.210;3.643.493;815.128,0;22,37
Eastern Maine Electric Coop;ME;Cooperative;10.667;62.784;10.528,8;16,77
Houlton Water Company;ME;Municipal;3.907;33.699;3.787,0;11,24
Town of Madison - (ME);ME;Municipal;2.350;19.376;2.961,0;15,28
Versant Power;ME;Investor Owned;129.433;837.572;195.376,0;23,33
Alger-Delta Coop Electric Assn;MI;Cooperative;9.741;53.250;11.015,9;20,69
Alpena Power Co;MI;Investor Owned;13.740;89.727;12.855,2;14,33
Cherryland Electric Coop Inc;MI;Cooperative;34.190;291.679;43.603,5;14,95
City of Bay City - (MI);MI;Municipal;17.936;130.071;20.821,3;16,01
City of Crystal Falls;MI;Municipal;1.296;8.017;1.298,0;16,19
City of Gladstone;MI;Municipal;2.535;16.860;2.341,3;13,89
City of Grand Haven - (MI);MI;Municipal;12.991;89.722;12.577,5;14,02
City of Holland;MI;Municipal;25.580;188.945;21.340,0;11,29
City of Lansing - (MI);MI;Municipal;86.675;578.323;91.932,0;15,90
City of Marquette - (MI);MI;Municipal;14.912;98.790;18.070,2;18,29
City of Negaunee;MI;Municipal;1.962;11.479;2.160,1;18,82
City of Norway;MI;Municipal;1.853;14.084;2.230,5;15,84
City of Sturgis;MI;Municipal;6.060;49.802;6.254,7;12,56
City of Traverse City - (MI);MI;Municipal;8.914;62.600;7.028,0;11,23
City of Zeeland - (MI);MI;Municipal;5.960;49.880;4.838,3;9,70
Cloverland Electric Co-op;MI;Cooperative;35.684;298.461;39.897,7;13,37
Coldwater Board of Public Util;MI;Municipal;5.973;43.605;5.923,0;13,58
Consumers Energy Co;MI;Investor Owned;1.645.580;12.976.844;2.349.950,0;18,11
DTE Electric Company;MI;Investor Owned;2.047.944;15.844.478;2.910.745,9;18,37
Great Lakes Energy Coop;MI;Cooperative;118.922;929.559;157.935,1;16,99
Indiana Michigan Power Co;MI;Investor Owned;111.731;1.175.727;189.196,0;16,09
Midwest Energy Cooperative;MI;Cooperative;29.123;346.588;63.591,7;18,35
Northern States Power Co;MI;Investor Owned;7.605;60.287;8.847,8;14,68
Presque Isle Elec & Gas Coop;MI;Cooperative;32.009;184.933;32.236,5;17,43
Tri-County Electric Coop (MI);MI;Cooperative;22.837;228.865;38.550,9;16,84
Upper Michigan Energy Resources Corp.;MI;Investor Owned;33.078;238.994;42.413,5;17,75
Upper Peninsula Power Company;MI;Investor Owned;47.281;248.531;57.249,5;23,04
Village of Baraga - (MI);MI;Municipal;551;2.811;402,5;14,32
Village of L'Anse - (MI);MI;Municipal;966;5.045;869,7;17,24
Wyandotte Municipal Serv Comm;MI;Municipal;11.624;80.731;11.521,1;14,27
ALLETE, Inc.;MN;Investor Owned;125.243;1.053.658;145.676,9;13,83
Agralite Electric Coop;MN;Cooperative;4.416;82.914;10.193,4;12,29
BENCO Electric Cooperative;MN;Cooperative;17.999;220.025;32.678,0;14,85
Beltrami Electric Coop, Inc;MN;Cooperative;20.383;301.298;40.901,0;13,57
City of Alexandria - (MN);MN;Municipal;8.577;82.711;8.562,8;10,35
City of Anoka;MN;Municipal;11.462;77.875;12.227,0;15,70
City of Austin - (MN);MN;Municipal;10.643;79.141;10.928,0;13,81
City of Chaska - (MN);MN;Municipal;9.907;84.490;14.406,1;17,05
City of Elk River;MN;Municipal;11.295;105.883;15.890,0;15,01
City of Lake Crystal - (MN);MN;Municipal;1.060;8.286;1.631,3;19,69
City of Marshall - (MN);MN;Municipal;5.797;65.503;6.101,1;9,31
City of Moorhead - (MN);MN;Municipal;18.126;188.707;20.173,6;10,69
City of Owatonna - (MN);MN;Municipal;11.038;85.940;11.129,1;12,95
City of Worthington - (MN);MN;Municipal;4.646;36.483;4.282,6;11,74
Connexus Energy;MN;Cooperative;130.048;1.270.824;175.334,4;13,80
Crow Wing Cooperative Power & Light Comp;MN;Cooperative;43.694;464.803;59.482,3;12,80
Dakota Electric Association;MN;Cooperative;105.223;951.865;128.561,0;13,51
East Central Energy;MN;Cooperative;52.366;552.857;86.308,5;15,61
Federated Rural Electric Assn;MN;Cooperative;5.642;88.524;9.626,0;10,87
Freeborn Mower Electric Cooperative;MN;Cooperative;17.799;192.699;28.206,0;14,64
Heartland Power Coop;MN;Cooperative;37;1.030;122,1;11,85
Hutchinson Utilities Comm;MN;Municipal;6.613;56.403;6.129,0;10,87
Itasca-Mantrap Co-op Electrical Assn;MN;Cooperative;10.997;137.676;17.452,9;12,68
Lake Country Power;MN;Cooperative;46.658;516.106;80.800,8;15,66
Lake Region Electric Cooperative - (MN);MN;Cooperative;26.691;354.738;41.570,0;11,72
Meeker Coop Light & Power Assn;MN;Cooperative;8.518;149.027;18.143,3;12,17
MiEnergy Cooperative;MN;Cooperative;15.085;182.332;28.007,6;15,36
Mille Lacs Energy Cooperative;MN;Cooperative;14.414;132.457;20.169,5;15,23
Minnesota Valley Coop L&P Assn;MN;Cooperative;4.947;131.615;14.443,5;10,97
Minnesota Valley Electric Coop;MN;Cooperative;41.967;512.490;69.808,0;13,62
Northern States Power Co - Minnesota;MN;Investor Owned;1.199.122;9.095.482;1.419.019,4;15,60
Northwestern Wisconsin Elec Co;MN;Investor Owned;85;525;79,5;15,14
Otter Tail Power Co;MN;Investor Owned;49.840;560.184;65.179,0;11,64
People's Cooperative Services;MN;Cooperative;21.355;232.061;36.721,4;15,82
Rochester Public Utilities;MN;Municipal;53.047;376.838;58.727,9;15,58
Runestone Electric Assn;MN;Cooperative;14.021;209.829;26.549,0;12,65
Shakopee Public Utilities Comm;MN;Municipal;17.034;144.192;21.419,0;14,85
Sioux Valley SW Elec Coop;MN;Cooperative;3.361;85.766;10.269,6;11,97
South Central Electric Assn;MN;Cooperative;4.690;81.108;10.677,0;13,16
Stearns Cooperative Elec Assn;MN;Cooperative;25.735;405.358;46.988,3;11,59
Steele-Waseca Cooperative Electric;MN;Cooperative;10.571;126.574;18.360,5;14,51
Sunnova;MN;Behind the Meter;4;16;0,9;5,63
Wild Rice Electric Coop, Inc;MN;Cooperative;13.816;218.733;28.366,8;12,97
Willmar Municipal Utilities;MN;Municipal;8.476;70.118;8.081,0;11,52
Wright-Hennepin Coop Elec Assn;MN;Cooperative;51.517;605.549;82.538,3;13,63
Black River Electric Coop - (MO);MO;Cooperative;21.299;300.506;33.071,0;11,01
Boone Electric Coop;MO;Cooperative;32.968;448.656;52.258,0;11,65
Callaway Electric Cooperative;MO;Cooperative;12.462;185.817;26.015,0;14,00
Carroll Electric Coop Corp - (AR);MO;Cooperative;11.797;134.521;16.557,0;12,31
Central Missouri Elec Coop Inc;MO;Cooperative;10.909;192.543;21.416,4;11,12
Citizens Electric Corporation - (MO);MO;Cooperative;25.027;311.918;43.454,0;13,93
City Utilities of Springfield - (MO);MO;Municipal;103.139;1.108.601;117.799,0;10,63
City of Carthage - (MO);MO;Municipal;6.917;82.493;10.811,0;13,11
City of Columbia - (MO);MO;Municipal;45.169;450.623;53.774,0;11,93
City of Farmington - (MO);MO;Municipal;6.790;90.967;9.228,9;10,15
City of Hannibal - (MO);MO;Municipal;7.537;80.652;9.184,9;11,39
City of Independence - (MO);MO;Municipal;53.424;538.039;76.111,9;14,15
City of Kirkwood - (MO);MO;Municipal;8.910;98.735;11.327,1;11,47
City of Lebanon - (MO);MO;Municipal;5.909;84.843;7.876,0;9,28
City of Monett - (MO);MO;Municipal;4.018;48.071;5.691,7;11,84
City of Poplar Bluff - (MO);MO;Municipal;7.696;125.633;11.596,0;9,23
City of Rolla - (MO);MO;Municipal;8.059;105.916;10.647,0;10,05
City of Sikeston - (MO);MO;Municipal;7.044;119.975;11.813,0;9,85
Clay County Electric Coop Corp;MO;Cooperative;47;517;81,0;15,67
Co-Mo Electric Coop Inc;MO;Cooperative;30.444;423.306;51.850,0;12,25
Consolidated Electric Coop;MO;Cooperative;7.602;126.534;13.870,3;10,96
Crawford Electric Coop, Inc;MO;Cooperative;19.417;278.209;32.557,3;11,70
Cuivre River Electric Coop Inc;MO;Cooperative;69.629;1.134.645;108.538,1;9,57
Empire District Electric Co;MO;Investor Owned;136.488;1.840.893;279.761,9;15,20
Evergy Metro;MO;Investor Owned;269.157;2.765.392;358.687,9;12,97
Evergy Missouri West;MO;Investor Owned;299.085;3.807.533;447.318,8;11,75
Farmers Electric Coop, Inc - (MO);MO;Cooperative;12.261;170.031;21.560,5;12,68
Gascosage Electric Coop;MO;Cooperative;9.134;146.466;15.131,0;10,33
Howell-Oregon Elec Coop, Inc;MO;Cooperative;22.666;323.867;36.376,1;11,23
Intercounty Electric Coop Assn;MO;Cooperative;29.201;451.739;52.004,4;11,51
Laclede Electric Coop, Inc;MO;Cooperative;34.525;560.451;57.420,0;10,25
Macon Electric Coop;MO;Cooperative;9.893;131.036;16.289,5;12,43
Missouri Rural Electric Coop;MO;Cooperative;4.956;70.346;7.969,0;11,33
New-Mac Electric Coop, Inc;MO;Cooperative;18.769;315.220;37.106,0;11,77
Osage Valley Elec Coop Assn;MO;Cooperative;16.628;268.403;34.534,0;12,87
Ozark Border Electric Coop;MO;Cooperative;33.187;544.277;55.794,0;10,25
Ozark Electric Coop Inc - (MO);MO;Cooperative;31.204;449.267;51.640,1;11,49
Platte-Clay Electric Coop, Inc;MO;Cooperative;22.885;370.204;41.296,0;11,15
SEMO Electric Cooperative;MO;Cooperative;10.716;179.894;20.093,0;11,17
Southwest Electric Coop, Inc;MO;Cooperative;40.312;556.060;59.810,0;10,76
Sunnova;MO;Behind the Meter;1;8;1,1;13,75
Three Rivers Electric Coop;MO;Cooperative;22.064;319.057;35.406,0;11,10
Union Electric Co - (MO);MO;Investor Owned;1.082.243;13.885.428;1.575.282,2;11,34
Webster Electric Coop;MO;Cooperative;18.294;314.947;27.268,0;8,66
West Central Electric Coop Inc - (MO);MO;Cooperative;14.738;272.287;30.840,0;11,33
White River Valley El Coop Inc;MO;Cooperative;38.403;519.546;68.038,0;13,10
4-County Electric Power Assn;MS;Cooperative;39.894;586.361;75.010,0;12,79
Alcorn County Elec Power Assn;MS;Cooperative;14.803;216.127;27.579,0;12,76
Central Electric Power Assn - (MS);MS;Cooperative;30.520;464.465;57.416,0;12,36
City of Aberdeen - (MS);MS;Municipal;2.588;34.383;4.345,0;12,64
City of Amory;MS;Municipal;2.877;38.463;4.646,0;12,08
City of Columbus - (MS);MS;Municipal;8.970;121.624;15.103,0;12,42
City of Holly Springs;MS;Municipal;9.182;135.703;16.937,0;12,48
